name,gender,score
Ayren,1,0.910714286
Ayreona,0,1
Ayreonna,0,1
Ayres,1,1
Ayria,0,1
Ayriah,0,1
Ayrial,0,1
Ayrian,0,0.7
Ayriana,0,1
Ayrianna,0,1
Ayriauna,0,1
Ayric,1,1
Ayrica,0,1
Ayrie,0,1
Ayriel,0,1
Ayrihanna,0,1
Ayrika,0,1
Ayrin,0,1
Ayrion,0,0.5
Ayrionna,0,1
Ayris,0,1
Ayrleighs,0,0
Ayron,1,0.981751825
Ayrton,1,1
Aysa,0,0.978448276
Ayse,0,1
Aysegul,0,0
Aysel,0,0
Aysen,1,1
Aysenur,0,1
Aysha,0,1
Ayshah,0,1
Ayshah-noor,0,0
Ayshe,0,0
Ayshea,0,0
Ayshia,0,1
Aysia,0,1
Aysiah,0,1
Ayslee,0,1
Ayslin,0,1
Ayslyn,0,1
Ayson,1,1
Ayssa,0,1
Aysu,0,0
Aysun,0,0
Aytana,0,1
Ayten,0,1
Aythan,1,1
Aythen,1,1
Ayub,1,1
Ayube,1,0
Ayumi,0,1
Ayumu,1,0
Ayuna,0,1
Ayunna,0,1
Ayush,1,1
Ayusha,0,1
Ayushi,0,1
Ayushma,0,0
Ayushmaan,1,1
Ayushman,1,1
Ayuub,1,1
Ayva,0,1
Ayvah,0,1
Ayvan,1,1
Ayvani,0,1
Ayven,1,0.877470356
Ayveon,1,1
Ayveri,0,1
Ayverie,0,1
Ayvia,0,1
Ayviana,0,1
Ayvin,1,1
Ayvion,1,1
Ayvree,0,1
Ayvri,0,1
Ayvrie,0,1
Ayyaan,1,1
Ayyan,1,1
Ayyash,1,1
Ayyoub,1,1
Ayyub,1,0
Ayza,0,1
Ayzah,0,1
Ayzaria,0,1
Ayzel,0,1
Ayzen,1,1
Ayzha,0,1
Ayzia,0,1
Ayzlee,0,1
Ayzlin,0,1
Ayzlyn,0,1
Aza,0,0.885630499
Azaad,1,1
Azaan,1,1
Azad,1,0
Azadeh,0,1
Azael,1,1
Azaela,0,1
Azaelia,0,1
Azah,0,1
Azahel,1,1
Azahria,0,1
Azai,1,1
Azaia,0,1
Azaiah,1,0.886877828
Azaila,0,1
Azailya,0,1
Azaira,0,1
Azairah,0,1
Azaireyah,0,1
Azaiyah,0,1
Azal,0,0
Azalaya,0,1
Azalea,0,0
Azaleah,0,1
Azalee,0,1
Azaleia,0,1
Azaleigh,0,1
Azaleigha,0,1
Azalene,0,1
Azaleya,0,1
Azaleyah,0,1
Azalia,0,1
Azaliah,0,1
Azalie,0,1
Azaline,0,1
Azaliya,0,1
Azaliyah,0,1
Azalya,0,1
Azalyn,0,1
Azalynn,0,1
Azam,1,1
Azan,1,1
Azana,0,1
Azanae,0,1
Azaneth,0,1
Azani,0,1
Azania,0,1
Azaniah,0,0.666666667
Azante,1,1
Azar,3,0
Azara,0,1
Azarae,0,1
Azarael,1,1
Azarah,0,1
Azaraya,0,1
Azarea,0,1
Azareah,0,1
Azaree,0,1
Azareel,1,1
Azareeyah,0,1
Azarel,1,0
Azareth,0,1
Azareya,0,1
Azareyah,0,1
Azari,0,0.69982548
Azaria,1,0
Azariah,1,0
Azarian,1,1
Azariana,0,1
Azarias,1,0
Azarie,0,0.946236559
Azariea,0,1
Azariel,1,1
Azarion,1,1
Azarious,1,1
Azarius,1,1
Azariya,0,1
Azariyah,0,0.980582524
Azarria,0,1
Azarriah,0,1
Azaruddin,1,0
Azarya,0,0.776119403
Azaryah,0,0.737179487
Azaryia,0,1
Azat,1,0
Azavian,1,1
Azavier,1,1
Azavion,1,1
Azaya,0,1
Azayah,0,0.630769231
Azayla,0,1
Azaylah,0,1
Azaylea,0,1
Azayleah,0,1
Azaylee,0,1
Azaylia,0,1
Azayliah,0,1
Azayvion,1,1
Azaz,1,0
Azazel,1,0
Azaziah,1,0
Azazias,1,0
Azden,1,1
Azealia,0,1
Azeem,1,1
Azeema,0,0
Azeemah,0,0
Azeen,0,1
Azeez,1,1
Azeeza,0,1
Azeezah,0,0
Azeezat,0,0
Azekiel,1,1
Azel,1,0
Azelea,0,1
Azelene,0,1
Azelia,0,1
Azelie,0,1
Azelin,0,1
Azell,1,0.806451613
Azella,0,1
Azelle,0,1
Azelya,0,1
Azelyn,0,1
Azelynn,0,1
Azema,0,1
Azena,0,1
Azende,1,1
Azenet,0,1
Azeneth,0,0
Azer,1,1
Azera,0,1
Azeria,0,1
Azeriah,0,0.814814815
Azerion,1,1
Azfar,1,1
Azha,0,1
Azhaan,1,1
Azhaar,0,0
Azhan,1,1
Azhanae,0,1
Azhane,0,1
Azhar,1,0
Azhari,0,1
Azharia,0,1
Azharul,1,1
Azhia,0,1
Azi,1,1
Azia,0,1
Aziah,0,0.634615385
Aziana,0,1
Azianna,0,1
Azib,1,1
Azie,0,1
Aziel,1,0.983136594
Azikiwe,1,1
Azilda,0,1
Azile,0,1
Azilee,0,1
Azilyn,0,1
Azilynn,0,1
Azim,1,1
Azima,0,0
Azimjon,1,1
Azion,1,0.873493976
Azir,1,1
Azira,0,1
Azirah,0,1
Aziria,0,1
Aziriah,0,1
Azita,0,1
Aziya,0,1
Aziyah,0,0.970099668
Aziz,1,0
Aziza,0,1
Azizah,0,1
Azize,0,0
Azizi,0,0.825581395
Azizjon,1,1
Azizul,1,1
Azizur,1,1
Azja,0,1
Azjah,0,1
Azjon,1,1
Azka,0,1
Azlaan,1,1
Azlan,1,0.972125436
Azlee,0,1
Azleigh,0,1
Azlin,0,1
Azlyn,0,1
Azlynn,0,1
Azlynne,0,1
Azma,0,0
Azmariah,0,1
Azmat,1,1
Azmeena,0,0
Azmeer,1,1
Azmi,1,1
Azmina,0,1
Azmir,1,1
Azmira,0,0
Azon,1,1
Azora,0,1
Azori,0,1
Azoria,0,1
Azoriah,0,1
Azra,0,0
Azraa,0,0
Azrael,1,0
Azraf,1,1
Azrah,0,1
Azreal,1,1
Azria,0,1
Azriah,0,0.607142857
Azriel,1,0
Azriela,0,1
Azriella,0,1
Azrielle,0,1
Azrien,1,1
Azruddin,1,0
Azryel,1,1
Azsa,0,1
Azsha,0,1
Azteca,0,1
Aztlan,1,1
Azubah,0,0
Azubuike,1,0
Azucena,0,0
Azul,0,0.983259634
Azula,0,1
Azumi,0,1
Azur,0,1
Azura,0,0
Azurae,0,1
Azurah,0,1
Azurdee,0,1
Azure,0,0
Azuredee,0,1
Azuree,0,1
Azuri,0,1
Azuriah,1,1
Azurie,0,1
Azury,0,1
Azusa,0,1
Azusena,0,1
Azuzena,0,1
Azwa,0,0
Azwah,0,0
Azya,0,1
Azyah,0,1
Azyan,1,1
Azyia,0,1
Azyiah,0,1
Azyla,0,1
Azylah,0,1
Azyon,1,1
Azyra,0,1
Azyrah,0,1
Azyria,0,1
Azyriah,0,1
Azza,0,1
Azzah,0,0
Azzam,1,1
Azzan,1,1
Azzareya,0,1
Azzaria,0,1
Azziah,0,1
Azzie,0,0.977296182
Azzure,0,0.9375
Azzurra,0,0
B,0,0
B'elanna,0,0
Baaba,0,0
Baadur,1,0
Baak,1,0
Baako,3,0
Baal,1,0
Baam,1,0
Baani,0,1
Baard,1,0
Baasil,1,1
Baasit,1,1
Bab,0,0
Baba,1,1
Babacar,1,1
Babafemi,1,1
Babajide,1,0
Babak,1,0
Babali,0,0
Babalu,1,0
Baban,1,0
Babar,1,0
Babara,0,1
Babatunde,1,0
Babbett,0,1
Babbette,0,1
Babbi,0,1
Babbie,0,1
Babbu,0,0
Babby,0,1
Babe,0,0.526098901
Baber,1,0
Babetta,0,1
Babette,0,0
Babie,0,1
Babirye,0,0
Babita,0,1
Babli,0,0
Babloo,1,0
Bablu,1,0
Baboucarr,1,1
Babram,1,0
Babs,0,0
Babu,1,0
Babucarr,1,1
Babudden,1,0
Babuddin,1,0
Babul,1,0
Babulal,1,0
Babupuri,1,0
Babur,1,0
Baburam,1,0
Baby,1,0.509701367
Babyboy,1,1
Babygirl,0,0.996571429
Babylas,1,0
Bacari,1,1
Bacarri,1,1
Baccha,1,0
Bacche,1,0
Bacchu,1,0
Bacchus,1,0
Bach,1,1
Bachan,1,0
Bachcha,1,0
Bachheshwar,1,0
Bachhu,1,0
Bachir,1,1
Bachu,1,0
Bacil,1,1
Bacilia,0,1
Bacilio,1,1
Bada,1,0
Badal,1,1
Badami,0,0
Badan,1,0
Badar,1,1
Badarish,1,1
Badarjahan,0,0
Bademus,1,0
Baden,1,1
Bader,1,1
Badhir,1,1
Badia,0,1
Badnath,1,0
Badr,3,0
Badri,1,0
Badriya,0,0
Badru,0,0
Badrudeen,1,0
Badrulla,1,0
Badrunisha,0,0
Badshya,1,0
Badulf,1,0
Badurad,1,0
Bae,0,0.821428571
Baeden,1,1
Baela,0,1
Baelee,0,1
Baeleigh,0,1
Baeley,0,1
Baelfire,1,1
Baeli,0,1
Baelie,0,1
Baelin,1,1
Baelor,1,1
Baelyn,0,0.879120879
Baelynn,0,1
Baer,1,0
Baffour,1,1
Baga,1,0
Bagadata,1,0
Bagaram,1,0
Bagdai,0,0
Bagga,0,0
Baggi,1,0
Baggio,1,1
Baggusingh,1,0
Baghdasar,1,0
Bagrat,1,0
Bagryana,0,0
Bagus,1,0
Bagwan,1,0
Bah,0,1
Baha,1,0
Bahaa,1,1
Bahadir,1,0
Bahadur,1,0
Bahalen,0,0
Bahand,1,1
Bahar,0,0
Bahara,0,0
Bahareh,0,1
Bahart,1,0
Bahati,0,1
Bahe,1,1
Baheejah,0,1
Baheer,1,1
Baheerah,0,1
Bahez,1,1
Bahia,0,1
Bahiga,0,0
Bahij,1,0
Bahija,0,0
Bahiya,0,1
Bahiyah,0,1
Bahiyya,0,0
Bahiyyah,0,1
Bahja,0,1
Bahman,1,0
Bahnu,0,0
Bahram,1,0
Bahrat,1,0
Bahwana,0,0
Bai,3,0
Baiba,0,1
Baichan,1,0
Baiden,1,1
Baidnath,1,0
Baijnath,1,0
Baila,0,0
Bailasan,0,1
Baile,0,1
Bailea,0,1
Bailee,0,0
Bailei,0,1
Baileigh,0,1
Bailen,1,1
Bailey,3,0
Baileyann,0,1
Bailey-anne,0,0
Bailey-james,1,1
Bailey-jay,1,1
Bailey-joe,1,1
Bailey-lee,1,1
Bailey-mae,0,0
Bailey-mai,0,0
Bailey-marie,0,0
Bailey-may,0,0
Baileyrae,0,1
Bailey-rae,3,0.166666667
Bailey-ray,1,1
Bailey-rose,0,0
Baili,0,1
Bailidh,0,0
Bailie,0,1
Bailiegh,0,1
Bailin,1,1
Baille,0,1
Baillee,0,1
Bailley,0,1
Baillie,0,1
Bailly,0,1
Bailor,1,0.722222222
Baily,0,0.756282876
Bailye,0,1
Bailyn,0,0.926470588
Bailynn,0,1
Bain,1,1
Baine,1,1
Baird,1,1
Bairo,1,1
Bairon,1,1
Bairre,1,0
Baisha,0,1
Baisley,0,1
Baita,0,0
Baiya,0,1
Baize,1,1
Baja,0,1
Bajan,1,1
Bajinder,1,0
Bajrang,1,0
Bajrangi,1,0
Bajulal,1,0
Bakar,1,0
Bakari,1,1
Bakarne,0,0
Bakary,1,1
Bake,1,0
Baker,1,0.966731898
Bakhtawar,0,0
Bakhtiyar,1,1
Bakhtvaar,0,0
Baki,1,0
Bakila,0,0
Bakir,1,0
Bakr,1,0
Baksi,1,0
Bal,1,0
Bala,3,0
Balaal,1,1
Baladeva,1,0
Balaji,1,1
Balak,1,0
Balakrishna,1,0
Balal,1,1
Balalia,0,0
Balam,1,1
Balaram,1,0
Balazs,1,1
Balbeer,1,0
Balbina,0,0
Balbino,1,0
Balbinus,1,0
Balbir,1,0
Balbiri,0,0
Balbus,1,0
Balchand,1,0
Baldarich,1,0
Baldassare,1,0
Baldeep,3,0.757575758
Baldemar,1,1
Balder,1,0
Baldev,1,0
Baldo,1,0
Baldomar,1,0
Baldomero,1,0
Baldovin,1,0
Baldovino,1,0
Baldr,1,0
Baldric,1,0
Balduino,1,0
Baldur,1,0
Baldwin,1,0
Balee,0,1
Baleigh,0,1
Balen,1,1
Balendin,1,0
Balentin,1,1
Baler,1,1
Baleria,0,1
Balery,0,1
Baleshwar,1,0
Baleshwer,1,0
Baley,0,0.760465116
Balfour,1,0
Bali,0,1
Balian,1,1
Balie,0,1
Baliegh,0,1
Balil,1,1
Balin,1,1
Balinda,0,1
Balint,1,1
Baliram,1,0
Baliya,0,0
Baljeet,0,0
Baljinder,1,0
Baljit,3,0.272727273
Balke,1,1
Balkishan,1,0
Ballal,1,1
Ballard,1,1
Ballarie,0,1
Ballena,0,0
Ballu,1,0
Balmiki,1,0
Balmore,1,1
Balon,0,1
Balpreet,0,0
Balqis,0,1
Balraj,1,1
Balram,1,0
Balroop,1,1
Balsam,0,0
Baltasar,1,0
Baltassar,1,0
Baltazar,1,0
Baltej,1,1
Balthasar,1,0
Balthazar,1,0
Balveer,1,0
Balvina,0,1
Balvinder,0,0
Balwan,1,0
Balwant,1,0
Balwinder,3,0
Balynda,0,1
Bam,1,1
Bama,0,1
Bambang,1,0
Bambeli,1,1
Bambi,0,0
Bambie,0,1
Bambina,0,1
Bamby,0,1
Bamidele,1,0
Bamma,0,1
Bana,0,1
Banan,1,1
Banarsi,1,0
Bancroft,1,0
Bandana,0,0
Bandani,0,0
Bandar,1,1
Bandi,1,0
Bandon,1,1
Bandu,1,0
Bandy,1,0.673913043
Bane,1,1
Baneen,0,1
Baneet,0,0
Banelly,0,1
Banesa,0,1
Banessa,0,1
Baneza,0,1
Bang,1,1
Bangali,1,0
Bangaly,1,1
Bani,0,1
Bania,0,1
Banisha,0,1
Banita,0,1
Baniya,1,0
Banjamin,1,1
Banjeet,1,1
Banju,1,0
Banks,1,1
Bankston,1,1
Banna,0,1
Banner,1,0.954545455
Bannie,0,1
Banning,1,1
Bannon,1,1
Bannu,1,0
Bansari,0,1
Banshi,1,0
Bansi,0,1
Bansilal,1,0
Bansri,0,1
Banti,1,0
Bantu,0,0
Banty,1,0
Banu,0,0
Banujan,1,1
Banwari,1,0
Banwarilal,1,0
Banx,1,1
Banyan,1,1
Banyon,1,1
Bao,3,0
Baotran,0,1
Baptist,1,0
Baptista,1,0
Baptiste,1,0
Bapu,1,0
Baqi,1,0
Baqir,1,0
Bar,0,0.657142857
Bara,0,0
Baraa,1,0.862903226
Baraah,0,1
Barabal,0,0
Barabara,0,1
Barabra,0,1
Barack,1,0
Barak,1,0
Baraka,1,0.92173913
Barakah,0,1
Barakat,1,0
Barakha,0,0
Baran,1,0.8
Baranda,0,1
Barara,0,1
Baraz,1,0
Barb,0,0
Barba,0,1
Barbaa,0,1
Barbabas,1,0
Barbabra,0,0
Barbar,0,1
Barbara,0,0
Barbaraa,0,1
Barbaraann,0,1
Barbaraanne,0,1
Barbara-Anne,0,0
Barbarajean,0,1
Barbarajo,0,1
Barbaralee,0,1
Barbarann,0,1
Barbaranne,0,1
Barbarba,0,1
Barbare,0,1
Barbarella,0,1
Barbarette,0,1
Barbarita,0,1
Barbaro,1,1
Barbe,0,1
Barbee,0,1
Barber,1,0.782608696
Barbera,0,1
Barbett,0,1
Barbetta,0,1
Barbette,0,1
Barbey,0,0
Barbi,0,1
Barbie,0,0
Barbod,1,1
Barbora,0,0
Barbra,0,0
Barbro,0,0
Barby,0,1
Barclay,1,0
Bard,1,1
Bardara,0,1
Barde,1,0
Bardia,1,1
Bardo,1,1
Bareen,0,0
Bareera,0,0
Bareerah,0,1
Barek,1,1
Baren,1,1
Barend,1,0
Barett,1,1
Baretta,1,0.722222222
Barez,1,1
Barham,1,0
Bari,0,0.927045336
Bariah,0,1
Barica,0,0
Barika,0,1
Barin,1,1
Barira,0,0
Barirah,0,0
Baris,1,1
Barisha,0,1
Barj,1,0
Barjesh,1,0
Barjraj,1,0
Barkad,1,1
Barkat,1,0
Barker,1,1
Barkha,0,0
Barkim,1,1
Barkley,1,0.98392283
Barkon,1,1
Barkot,0,1
Barksdale,1,1
Barlaam,1,0
Barley,0,0
Barlow,1,1
Barn,1,0
Barna,1,0
Barnabas,1,0
Barnabe,1,0
Barnaby,1,0
Barnard,1,1
Barndon,1,1
Barnebas,1,0
Barnell,1,0.941747573
Barnes,1,1
Barnet,1,1
Barnett,1,0.9953125
Barnetta,0,1
Barnette,0,1
Barney,1,0
Barni,0,0
Barnie,1,0.992260062
Barnim,1,1
Barnwell,1,1
Barny,1,1
Baron,1,1
Barr,1,1
Barra,1,0
Barre,1,1
Barren,1,1
Barret,1,0
Barrett,1,0
Barrette,1,1
Barrfhionn,1,0
Barrfind,1,0
Barri,0,0.914700544
Barrick,1,1
Barrie,1,0
Barriejames,1,1
Barrington,1,1
Barrion,1,1
Barris,1,1
Barron,1,1
Barry,1,0
Barsha,0,1
Bart,1,0
Barta,1,0
Bartal,1,0
Bartek,1,0
Bartel,1,0
Barth,1,1
Bartha,0,1
Barthel,1,0
Bartholemy,1,0
Bartholomaios,1,0
Bartholome,1,1
Bartholomei,1,0
Bartholomeo,1,0
Bartholomeus,1,0
Bartholomew,1,0
Barti,0,0
Bartie,0,1
Bartlet,1,0
Bartlett,1,1
Bartley,1,1
Bartlomiej,1,1
Bartly,1,1
Barto,1,1
Bartol,1,0
Bartola,0,1
Bartolemo,1,0
Bartolo,1,0
Bartolome,1,1
Bartolomei,1,0
Bartolomej,1,0
Bartolomeo,1,0
Bartolomeu,1,0
Bartomeu,1,0
Barton,1,1
Bartosz,1,0
Bartow,1,1
Bartt,1,1
Bartu,1,1
Barty,1,1
Baruc,1,1
Baruch,1,0
Barukh,1,0
Barun,1,1
Baruti,1,1
Bary,1,1
Baryn,1,1
Barzan,1,1
Bas,1,0
Basajaun,1,0
Basak,0,0
Basant,1,0
Basanta,1,0
Basanti,0,0
Bascom,1,1
Bascomb,1,1
Bascum,1,1
Baseemah,0,1
Basel,1,1
Basem,1,1
Basemath,0,0
Basemmath,0,0
Bash,1,1
Basha,0,1
Bashan,1,1
Bashanti,0,0
Bashar,1,1
Bashawn,1,1
Bashayer,0,0
Bashe,0,0
Basheba,0,1
Basheer,1,1
Bashemath,0,0
Bashir,1,1
Bashira,0,1
Bashirah,0,1
Bashiri,1,1
Bashkim,1,0
Bashudev,1,0
Bashy,0,1
Basia,0,0
Basibul,1,0
Basil,1,0
Basile,1,0
Basileios,1,0
Basilia,0,1
Basiliki,0,1
Basilio,1,0
Basilios,1,1
Basilisa,0,1
Basilius,1,0
Basim,1,0
Basima,0,0
Basimah,0,1
Basir,1,0
Basira,0,0
Basiran,0,0
Basit,1,0
Basma,0,0
Basmah,0,1
Basmala,0,0
Basmat,0,0
Basmath,0,0
Basnti,0,0
Bass,1,1
Bassam,1,0
Bassel,1,1
Bassem,1,0
Bassey,1,1
Bassheva,0,1
Bassil,1,1
Bassirou,1,1
Bassy,0,1
Bast,0,0
Bastet,0,0
Bastiaan,1,0
Bastian,1,0
Bastien,1,0
Bastion,1,1
Basu,1,0
Basya,0,0
Batari,0,0
Batasi,0,0
Batbayar,1,0
Bate,1,0
Batel,0,0
Bates,1,1
Batholomew,1,0
Bathsheba,0,0
Batina,0,1
Batloon,0,0
Bato,0,0
Batool,0,1
Batoul,0,1
Batraz,1,0
Batrice,0,1
Batrina,0,1
Batsheva,0,0
Battal,1,1
Battista,1,0
Battle,1,1
Batu,1,1
Batuhan,1,1
Batul,0,0
Batula,0,1
Batya,0,0
Batyah,0,0
Baudel,1,1
Baudelia,0,1
Baudelio,1,0
Baudi,1,0
Baudilio,1,1
Baudouin,1,0
Bauer,1,1
Baugulf,1,0
Bautista,1,0
Bavan,0,1
Bavisha,0,0
Bavita,0,0
Bavly,1,1
Bavumile,1,1
Bawan,1,0
Bawer,1,1
Bawi,1,0.843283582
Baxlee,0,1
Baxley,0,0.62962963
Baxter,1,0
Baxton,1,1
Bay,0,0.689719626
Baya,0,1
Bayah,0,1
Bayan,0,0.86102719
Bayani,1,0
Bayard,1,0
Bayardo,1,1
Bayden,1,0.979166667
Baye,0,1
Bayete,1,1
Bayla,0,1
Baylaa,0,1
Baylan,1,1
Baylay,0,0
Bayle,0,0.887550201
Baylea,0,1
Baylee,0,0
Bayleen,0,1
Baylei,0,1
Bayleigh,0,1
Baylen,1,0.876556017
Bayler,1,0.74122807
Bayless,1,1
Bayley,0,0.805543138
Bayli,0,1
Baylian,1,1
Baylie,0,0.991769547
Bayliegh,0,1
Baylin,1,0.573487032
Baylon,1,1
Baylor,1,0.748106061
Bayly,0,0.822580645
Baylyn,0,1
Baylynn,0,1
Baynard,1,1
Bayne,1,1
Bayram,1,0
Bayro,1,1
Bayron,1,1
Bayshawn,1,1
Bayyinah,0,1
Bayze,1,1
Baz,1,0
Baze,1,1
Bazel,1,1
Bazil,1,1
Bazyli,1,0
Bazza,1,0
Ba��,0,0
Bb,1,1
Be,1,1
Bea,0,0
Beach,1,1
Beacher,1,1
Beadie,0,1
Beah,0,1
Beal,1,1
Beale,1,1
Bealle,1,0
Beaman,1,1
Beamon,1,1
Bean,1,1
Beanca,0,1
Beandon,1,1
Beaney,0,1
Beanna,0,1
Beaonca,0,1
Bear,1,1
Bearach,1,0
Bearett,1,1
Bearl,1,1
Bearnard,1,0
Bearnice,0,1
Beasia,0,1
Beasley,1,1
Beat,1,0
Beata,0,0
Beate,0,0
Beatha,0,1
Beathag,0,0
Beathan,1,0
Beather,0,1
Beathrice,0,1
Beatric,0,1
Beatrica,0,1
Beatrice,0,0
Beatris,0,1
Beatrisa,0,0
Beatrise,0,0
Beatriu,0,0
Beatrix,0,0
Beatriz,0,0
Beatrize,0,1
Beatryce,0,1
Beatrycze,0,0
Beatta,0,1
Beattie,1,1
Beatty,1,1
Beatus,1,0
Beau,1,0
Beauden,1,1
Beauen,1,1
Beauford,1,0.990205681
Beaufort,1,1
Beaula,0,1
Beaulah,0,1
Beaumont,1,0
Beauregard,1,0
Beautiful,0,1
Beautifull,0,1
Beauton,0,1
Beautrice,0,1
Beauty,0,1
Beautyful,0,1
Beaux,1,0.913853318
Beaver,1,1
Beavis,1,0
Bebe,0,1
Bebi,0,0
Beby,0,0
Beca,0,1
Becca,0,0
Becci,0,0
Bechan,1,0
Beck,1,1
Becka,0,0
Beckah,0,0
Beckam,1,1
Beckem,1,1
Becker,1,1
Becket,1,1
Beckett,1,0
Beckette,0,0.5
Beckey,0,1
Beckham,1,0.991029273
Beckhem,1,1
Becki,0,1
Beckie,0,1
Beckley,0,0.666666667
Becks,1,1
Beckum,1,1
Becky,0,0
Beda,0,1
Bedar,0,1
Beddie,0,1
Bede,1,0
Bedelia,0,0
Bedell,0,1
Bedford,1,1
Bedie,0,1
Bedirhan,1,1
Bedisa,0,0
Bedivere,1,0
Bedran,1,1
Bedros,1,0
Bedwyr,1,0
Bee,0,0
Beebe,0,0.861111111
Beecher,1,1
Beedie,0,1
Beekar,1,0
Beelzebub,1,0
Beena,0,1
Beenie-ann,0,0
Beenish,0,1
Beenu,1,0
Beera,0,0
Beeram,1,0
Beeru,1,0
Beesan,0,1
Beeta,0,1
Beeti,0,0
Beeuty,0,0
Begam,0,0
Begraj,1,0
Begum,0,1
Begumpur,0,0
Begw,0,0
Behar,1,0
Behati,0,1
Behesh,0,0
Beheshta,0,0
Behnam,1,0
Behr,1,1
Behram,1,0
Behrang,1,1
Behrett,1,1
Behrooz,1,0
Behrouz,1,0
Behruz,1,0
Behtzy,0,1
Behzad,1,1
Beiba,0,0
Beibhinn,0,0
Beige,0,1
Beighley,0,1
Beija,0,1
Beila,0,1
Beileag,0,0
Beilul,0,0
Beily,0,1
Beinn,1,1
Beira,0,1
Beitris,0,0
Bejamin,1,1
Bejan,1,1
Bejna,0,0
Bek,1,1
Beka,1,1
Bekah,0,1
Bekam,1,1
Bekett,1,1
Bekham,1,1
Beki,0,1
Bekim,1,1
Bekir,1,1
Bekka,0,1
Bekki,0,0
Bel,0,0
Bela,0,0.545094153
Belah,0,1
Belal,1,1
Belana,0,1
Belanna,0,1
Belany,0,1
Belarmino,1,1
Belden,1,1
Beldon,1,1
Belem,0,1
Belen,0,0.992851469
Belenda,0,1
Belenos,1,0
Belenus,1,0
Beleta,0,1
Belford,1,1
Belgica,0,1
Beli,1,0
Belia,0,1
Belial,1,0
Belicia,0,1
Believe,0,1
Belina,0,1
Belinay,0,0
Belinda,0,0
Belinha,0,0
Belisa,0,1
Belisario,1,1
Belissa,0,1
Belita,0,1
Beliz,0,1
Belize,0,1
Belkis,0,1
Belky,0,1
Belkys,0,1
Bell,0,0.949119374
Bella,0,0
Bellaann,0,1
Belladonna,0,1
Bella-esme,0,0
Bellagrace,0,1
Bella-grace,0,0
Bellah,0,1
Bella-louise,0,0
Bellaluna,0,1
Bellalynn,0,1
Bellamae,0,1
Bella-mae,0,0
Bella-mai,0,0
Bellamarie,0,1
Bella-marie,0,0
Bellamay,0,1
Bella-may,0,0
Bellami,0,1
Bellamia,0,1
Bellamie,0,1
Bellamy,0,0.956521739
Bellanca,0,0
Bellange,0,0
Bellani,0,1
Bellanie,0,1
Bellanira,0,1
Bellany,0,1
Bellarae,0,1
Bellarose,0,1
Bella-rose,0,0
Bellasophia,0,1
Bellatrix,0,0
Belle,0,0
Bellicia,0,1
Bellina,0,1
Bellinda,0,1
Bellissa,0,1
Bello,1,1
Bellona,0,0
Belma,0,1
Belmaris,0,1
Belmeda,0,1
Belmin,1,1
Belmira,0,1
Belmont,1,1
Belo,0,0
Belon,0,1
Beloved,0,1
Belphoebe,0,0
Belshatzzar,1,0
Belshazzar,1,0
Belsy,0,1
Belton,1,1
Belua,0,1
Belva,0,1
Belverly,0,1
Belvia,0,1
Belvie,0,1
Belvin,1,0.983412322
Belynda,0,1
Belzora,0,1
Bemjamin,1,1
Bemnet,0,0.532258065
Ben,1,0
Bena,0,1
Benae,0,1
Benaiah,1,0
Benajamin,1,1
Benajmin,1,1
Benancia,0,1
Benancio,1,1
Benard,1,1
Benardo,1,1
Benas,1,0
Benay,0,1
Benayahu,1,0
Benazir,0,0
Bence,1,0
Benda,0,1
Bende,1,1
Bendetta,0,1
Bendiks,1,0
Bendite,0,0
Bendrick,1,1
Bendt,1,0
Bene,0,1
Beneamin,1,1
Benecia,0,1
Benecio,1,1
Benedek,1,0
Benedetta,0,0
Benedetto,1,0
Benedict,1,0
Benedicta,0,0
Benedicte,0,1
Benedicto,1,1
Benedictus,1,0
Benedikt,1,0
Benedikta,0,0
Benediktas,1,0
Benedikte,0,0
Benedita,0,0
Benedito,1,0
Benedykt,1,0
Benedykta,0,0
Benee,0,1
Benelli,0,1
Benen,1,1
Benesh,1,0
Benesha,0,1
Benessa,0,1
Benet,1,0.607843137
Beneta,0,1
Benett,1,1
Benetta,0,1
Benette,0,1
Beneva,0,1
Benford,1,1
Bengamin,1,1
Bengi,1,1
Bengie,1,1
Bengiman,1,1
Bengt,1,0
Bengta,0,0
Bengy,1,1
Benhamin,1,1
Benhard,1,1
Benhart,1,1
Benhur,1,1
Beni,1,0.701149425
Beniah,1,1
Beniamin,1,0
Beniamino,1,0
Benica,0,1
Benicia,0,1
Benicio,1,1
Benie,1,1
Benigna,0,0
Benigno,1,0
Benignus,1,0
Benika,0,1
Benilda,0,1
Benilde,0,1
Benina,0,1
Benino,1,1
Benisha,0,1
Benita,0,0
Benitez,1,1
Benito,1,0
Benj,1,0
Benjahmin,1,1
Benjain,1,1
Benjaman,1,1
Benjamen,1,1
Benjamim,1,0
Benjamin,1,0
Benjaminas,1,0
Benjamine,0,0
Benjamin-james,1,1
Benjaminjoseph,1,1
Benjammin,1,1
Benjamon,1,1
Benjamyn,1,1
Benje,1,1
Benjeman,1,1
Benjemin,1,1
Benjerman,1,1
Benjermen,1,1
Benjermin,1,1
Benji,1,0
Benjiam,1,1
Benjie,1,0.966915688
Benjiman,1,1
Benjimen,1,1
Benjimin,1,1
Benjir,0,0
Benjmain,1,1
Benjman,1,1
Benjy,1,0
